#Acq. time (s)=	1
#Accumulations=	2
#Range (cm-¹)=	5...2000
#Windows=	4
#Auto scanning=	On
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x20_VIS_LWD
#Grating=	600 (500nm)
#ND Filter=	100%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#E-Cal_Neon=	0
#StageXY=	130x85mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-1602
#Spectral res.(cm-¹)=	7.4
#Full time(s)=	36
#AC=	Not calibrated
#Project=	plate_60mgml
#Sample=	plate_60mgml
#Site=	CMAC
#Title=	plate_60mgml_B1_cent
#Remark=	first run - test
#Date=	17.12.2025 10:25
#Acquired=	17.12.2025 10:25:11
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
5.92113	86.9257
7.77037	66.993
9.62139	65.9988
11.4699	64.0012
13.318	67.993
15.168	70.9861
17.0154	69.007
18.8624	75.9907
20.7113	79
22.5576	92.8978
24.4036	116.849
26.2492	145.791
28.0966	194.721
29.9414	275.519
31.7859	412.537
33.6301	574.16
35.476	771.442
37.3194	963.798
39.1625	1272.16
41.0052	1807.53
42.8475	2410.01
44.6895	2992.26
46.5333	4140.69
48.3745	7450.19
50.2154	11315.4
52.0559	11220.7
53.8961	7796.76
55.7359	5222.63
57.5775	4307.35
59.4166	4438.17
61.2553	5370.44
63.0936	6894.99
64.9316	8755.54
66.7693	10006.2
68.6065	10941.6
70.4435	11800.1
72.28	12716.8
74.1162	13467.6
75.952	13087
77.7875	11335.6
79.6248	8897.05
81.4595	6997.74
83.2939	5934.9
85.1279	5379.23
86.9616	5133.24
88.7949	5128.01
90.6279	5098.76
92.4605	5078.66
94.2927	5019.88
96.1246	5039.99
97.9561	5217.05
99.7851	5416.4
101.616	5671.74
103.446	6015.02
105.276	6478.08
107.106	7302.95
108.936	8650.76
110.765	10278.8
112.593	12204.6
114.422	13881.1
116.249	15572.9
118.077	17055.8
119.902	18628.9
121.729	20052.4
123.555	19859.3
125.382	17883.3
127.207	15142
129.033	12910.5
130.858	11585.3
132.681	11017.7
134.505	11126.6
136.329	11730.2
138.153	12421.7
139.976	12958.5
141.797	12961.4
143.619	12260.6
145.441	10905.1
147.263	9344.15
149.083	7863.15
150.904	6470.76
152.725	5477.11
154.545	4777.83
156.363	4130.83
158.183	3697.58
160.002	3292.85
161.819	3067.84
163.638	2971.31
165.456	2825.74
167.274	2837.23
169.089	2725.65
170.907	2640
172.722	2429.27
174.538	2227.82
176.354	2026.01
178.168	1837.27
179.983	1712.35
181.799	1611.26
183.611	1501.17
185.426	1457.67
187.238	1393.02
189.051	1422.41
190.865	1382.16
192.676	1376.39
194.488	1411.38
196.298	1443.12
198.11	1552.13
199.92	1643.01
201.731	1754.77
203.54	1794.75
205.35	1868.61
207.158	1855.08
208.968	1824.39
210.776	1735.46
