#Acq. time (s)=	15
#Accumulations=	2
#Range (cm-¹)=	10...2000
#Windows=	7
#Auto scanning=	On
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	100%
#Laser=	785nm_ULF
#Hole=	150.001
#Range=	Visible
#E-Cal_Neon=	0
#StageXY=	130x85mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-912.7
#Spectral res.(cm-¹)=	5
#Full time(mm:ss)=	4:10
#AC=	Calibrated 2025-11-12 13:40
#Project=	POSA
#Sample=	20251112_PCM
#Site=	CMAC
#Title=	A7_20251112_PCM
#Remark=	
#Date=	12.11.2025 15:03
#Acquired=	12.11.2025 15:03:58
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
10.0615	482
10.8907	461.098
11.7199	453.71
12.549	434.352
13.3779	438.808
14.2068	430.72
15.0355	437.745
15.8641	433.155
16.6927	434.462
17.5211	445.009
18.3484	419.846
19.1766	437.03
20.0047	446.362
20.8327	449.077
21.6605	437.59
22.4883	436.127
23.315	449.775
24.1425	461.676
24.97	436.407
25.7973	437.969
26.6245	432.268
27.4507	434.935
28.2777	428.42
29.1046	427.399
29.9314	412.414
30.7571	396.063
31.5837	406.981
32.4101	389.744
33.2365	389.109
34.0618	405.348
34.8879	403.896
35.714	400.749
36.5389	408.795
37.3648	398.219
38.1905	387.748
39.0151	409.47
39.8406	385.71
40.6651	379.162
41.4903	369.295
42.3155	377.399
43.1396	381.596
43.9646	390.208
44.7885	369.421
45.6132	385.945
46.4369	385.113
47.2614	393.413
48.0859	394.024
48.9092	382.145
49.7335	399.625
50.5566	388.466
51.3806	386.602
52.2035	401.389
53.0273	390.26
53.85	379.055
54.6726	389.518
55.4961	350.171
56.3185	364.594
57.1417	379.102
57.9639	378.203
58.787	373.533
59.6089	366.595
60.4308	358.079
61.2535	356.936
62.0751	377.98
62.8967	356.881
63.7191	359.151
64.5404	374.871
65.3616	389.089
66.1837	367.828
67.0047	373.198
67.8256	382.867
68.6473	379.976
69.468	373.118
70.2886	360.138
71.1091	370.271
71.9304	376.013
72.7507	378.668
73.5708	355.451
74.3909	358.916
75.2118	364.518
76.0316	377.966
76.8513	368.957
77.6709	368.481
78.4905	359.123
79.3099	352.973
80.1301	350.114
80.9493	345.853
81.7684	348.877
82.5874	344.128
83.4063	340.714
84.225	329.615
85.0437	345.979
85.8623	327.456
86.6807	333.869
87.4991	343.131
88.3173	345.835
89.1364	337.833
89.9544	334.914
90.7724	328.251
91.5902	336.919
92.4079	329.534
93.2255	328.426
94.043	326.515
94.8604	305.791
95.6767	332.367
96.4939	316.73
97.311	325.162
98.1279	334.514
98.9448	338.999
99.7616	325.802
100.578	325.209
101.395	332.749
102.211	337.646
103.028	341.976
103.844	331.426
104.659	348.098
105.475	339.798
106.291	341.228
107.107	329.355
107.922	337.826
108.737	340.464
109.552	345.802
110.368	350.553
111.183	349.247
111.998	359.362
112.812	360.277
113.627	354.555
114.442	370.668
115.257	369.687
116.071	384.188
116.885	405.4
117.7	418.376
118.513	424.722
119.327	437.081
120.141	462.398
120.954	457.117
121.768	472.255
122.582	461.173
123.395	453.795
124.209	431.616
125.021	420.192
125.834	411.713
126.648	384.375
127.46	352.715
128.273	330.667
129.085	330.928
129.898	328.752
130.71	317.736
131.522	313.772
132.334	311.985
133.146	301.219
133.958	304.476
134.77	298.171
135.581	301.565
136.393	295.016
137.204	289.068
138.016	294.135
138.827	288.156
139.638	293.138
140.449	285.019
141.259	290.337
142.071	293.466
142.881	298.183
143.692	284.853
144.502	264.683
145.312	287.727
146.123	265.607
146.932	270.203
147.742	257.397
148.552	262.708
149.362	258.017
150.171	253.891
150.981	244.898
151.79	237.916
152.599	249.029
153.408	234.542
154.218	231.152
155.027	232.995
155.835	233.226
156.644	223.129
157.452	227.369
158.261	238.614
159.069	232.281
159.877	222.19
160.685	223.528
161.493	218.451
162.301	225.691
163.109	224.548
163.917	211.969
164.724	214.496
165.532	214.389
166.339	224.228
167.146	218.454
167.953	217.114
168.76	209.269
169.567	212.168
170.373	220.6
171.18	216.249
171.987	232.198
172.793	212.878
173.599	213.36
174.405	206.77
175.211	197.514
176.017	201.84
176.823	202.445
177.629	201.451
178.435	206.184
179.24	206.632
180.046	207.906
180.851	203.857
181.656	207.935
182.461	202.823
183.266	199.393
184.07	201.091
184.875	200.609
185.68	193.457
186.485	205.941
187.289	192.93
188.094	208.067
188.898	198.727
189.701	201.276
190.505	200.044
191.309	201.872
192.113	196.192
192.916	210.15
193.72	194.824
194.523	196.647
195.327	199.622
196.129	194.966
196.932	192.232
197.736	207.975
198.538	204.467
199.341	192.651
200.144	201.015
200.945	202.27
201.748	194.117
202.551	197.515
203.352	191.919
204.155	210.994
204.957	201.636
205.758	200.853
206.56	188.566
207.361	200.947
208.163	202.314
208.964	195.796
209.765	186.42
210.567	185.111
211.367	198.565
212.169	190.578
212.969	197.14
213.77	188.581
214.57	190.484
215.37	211.315
216.171	206.603
216.971	202.126
217.771	194.18
218.571	206.188
219.371	190.284
220.171	204.87
220.971	199.232
221.77	193.794
222.569	193.991
223.369	188.239
224.168	179.645
224.967	184.4
225.766	191.309
226.565	187.296
227.363	193.869
228.162	188.378
228.961	208.613
229.759	186.046
230.558	193.784
231.356	175.831
232.154	191.058
232.951	178.073
233.75	176.354
234.547	197.057
235.345	188.36
236.142	202.389
236.939	184.039
237.737	188.841
238.534	195.335
239.331	197.482
240.128	185.76
240.925	192.958
241.721	181.012
242.518	172.955
243.315	180.884
244.112	187.5
244.908	190.298
245.704	192.817
246.5	186.839
247.296	176.596
248.092	170.396
248.887	183.86
249.683	180.685
250.478	193.58
251.274	195.453
252.069	179.21
252.864	193.375
253.659	187.351
254.454	179.228
255.249	190.909
256.044	190.538
256.839	188.887
257.633	176.027
258.428	173.692
259.222	184.54
260.016	174.241
260.81	174.672
261.604	177.375
262.398	183.34
263.191	179.527
263.985	170.484
264.779	181.886
265.571	176.355
266.365	188.048
267.158	163.787
267.952	168.278
268.745	167.215
269.537	177.583
270.33	174.6
271.123	174.04
271.915	190.033
272.707	179.021
273.5	180.4
274.292	186.513
275.085	174.012
275.876	186.393
276.668	177.536
277.46	177.808
278.251	171.238
279.043	180.875
279.834	178.334
280.625	173.564
281.417	170.927
282.207	171.51
282.999	174.709
283.789	180.636
284.58	170.768
285.371	180.415
286.161	174.367
286.952	175.643
287.742	181.181
288.533	181.697
289.322	178.73
290.113	188.565
290.902	178.472
291.692	174.873
292.481	171.666
293.271	183.327
294.06	177.2
294.85	176.226
295.639	173.111
296.428	175.216
297.217	182.5
298.006	178.464
298.795	184.251
299.584	167.2
300.372	176.256
301.161	170.955
301.949	179.831
302.737	173.946
303.525	181.858
304.313	172.537
305.101	170.194
305.888	181.079
306.677	170.54
307.464	169.182
308.251	174.163
309.039	185.183
309.826	170.261
310.613	175.887
311.4	177.659
312.186	181.264
312.974	180.88
313.761	182.452
314.547	179.171
315.333	175.232
316.119	177.536
316.906	173.431
317.693	168.475
318.478	171.553
319.264	168.332
320.05	179.315
320.836	185.796
321.621	177.812
322.406	168.752
323.192	176.441
323.977	173.26
324.762	181.587
325.547	175.828
326.332	176.942
327.117	178.573
327.902	179.573
328.686	187.247
329.471	184.789
330.255	185.77
331.039	190.125
331.824	189.989
332.608	186.621
333.392	190.455
334.176	184.095
334.96	180.431
335.743	182.413
336.526	190.537
337.309	189.763
338.093	190.111
338.876	190.944
339.659	183.236
340.443	179.437
341.225	174.706
342.008	178.797
342.79	185.55
343.573	180.017
344.356	173.93
345.137	173.215
345.92	175.653
346.702	171.907
347.484	174.206
348.266	170.245
349.048	172.799
349.83	172.313
350.61	171.621
351.392	173.735
352.174	178.097
352.954	180.919
353.736	177.116
